fort nelson,58.8053,-122.7002,-14.8,70,75,10.36,CA,1612739802
hammerfest,70.6634,23.6821,23,74,75,11.5,NO,1612739802
eureka,40.8021,-124.1637,54,75,22,5.01,US,1612739803
tiksi,71.6872,128.8694,-29.25,86,43,5.14,RU,1612739790
laguna,38.421,-121.4238,66.99,42,1,3.96,US,1612739775
winneba,5.3511,-0.6231,82.4,89,75,11.5,GH,1612739784
quatre cocos,-20.2078,57.7625,78.8,83,40,5.75,MU,1612739804
krasnoselkup,65.7,82.4667,17.33,97,99,11.54,RU,1612739805
saleaula,nan,nan,nan,nan,nan,nan,nan,nan
sioux lookout,50.1001,-91.917,-14.8,53,1,12.66,CA,1612739806
shenjiamen,29.9576,122.298,48.45,81,100,18.43,CN,1612739806
aflu,nan,nan,nan,nan,nan,nan,nan,nan
whyalla,-33.0333,137.5833,68,64,0,8.05,AU,1612739807
pokhara,28.2333,83.9833,51.91,36,0,2.93,NP,1612739808
batemans bay,-35.7167,150.1833,69.01,68,30,1.01,AU,1612739732
hendijan,nan,nan,nan,nan,nan,nan,nan,nan
palabuhanratu,nan,nan,nan,nan,nan,nan,nan,nan
herat,34.5,62,51.03,38,38,3.06,AF,1612739809
guaruja,-23.9931,-46.2564,79,26,77,8.86,BR,1612739810
santo estevao,-12.4303,-39.2514,78.62,73,35,8.79,BR,1612739810
ranau,5.9538,116.6641,77,88,20,2.3,MY,1612739811
iracoubo,5.4802,-53.2011,78.13,83,100,13.91,GF,1612739811
abu zabad,12.35,29.25,61.88,30,25,10.25,SD,1612739812
barbar,nan,nan,nan,nan,nan,nan,nan,nan
maunabo,18.0072,-65.8993,78.01,77,7,3,PR,1612739812
ribeira grande,38.5167,-28.7,58.95,76,72,13.65,PT,1612739553
bestobe,52.4994,73.0975,15.75,95,42,10.42,KZ,1612739813
bayburt,40.2589,40.2278,24.04,86,100,1.41,TR,1612739672
tabas,33.5959,56.9244,55.6,49,95,3.49,IR,1612739814
tocopilla,-22.092,-70.1979,72.61,62,54,4.88,CL,1612739815
jalu,29.0331,21.5482,67.21,25,98,17.09,LY,1612739815
micheweni,-4.9667,39.8333,81.18,80,99,10.36,TZ,1612739815
cururupu,-1.8283,-44.8683,75.72,93,4,3.13,BR,1612739816
tapes,-30.6733,-51.3958,70.09,73,0,8.93,BR,1612739816
xai-xai,-25.0519,33.6442,76.89,90,95,5.37,MZ,1612739708
achisay,nan,nan,nan,nan,nan,nan,nan,nan
aktas,49.7789,72.9608,32,93,75,26.84,KZ,1612739818
buzdyak,54.5833,54.55,-5.35,90,100,16.53,RU,1612739818
svetlogorsk,52.6333,29.7333,5.18,93,98,5.64,BY,1612739818
graaff-reinet,-32.2522,24.5308,66,81,63,1.01,ZA,1612739819
yar-sale,66.8333,70.8333,-11.13,89,100,23.22,RU,1612739819
kuching,1.55,110.3333,75.2,94,40,1.14,MY,1612739820
zlobin,45.2924,14.6541,55.4,88,90,6.91,HR,1612739820
bolungarvik,nan,nan,nan,nan,nan,nan,nan,nan
valdivia,-39.8142,-73.2459,68,68,0,8.05,CL,1612739761
quelimane,-17.8786,36.8883,76.14,89,66,0.72,MZ,1612739822
ambilobe,-13.2,49.05,73.63,93,56,2.04,MG,1612739817
wuhu,31.3366,118.3755,42.8,65,20,13.42,CN,1612739822
khormuj,nan,nan,nan,nan,nan,nan,nan,nan
gat,31.61,34.7642,55.99,90,22,2.93,IL,1612739823
midwest city,35.4495,-97.3967,37,93,90,11.5,US,1612739729
priiskovyy,51.9333,116.6333,-9.08,86,69,2.64,RU,1612739824
washington,47.5001,-120.5015,43,59,66,5.26,US,1612739586
mananjary,-21.2167,48.3333,78.51,88,97,9.98,MG,1612739825
dukat,62.55,155.55,4.86,86,100,16.46,RU,1612739825
kralendijk,12.15,-68.2667,78.8,78,40,17.27,BQ,1612739826
san lorenzo,-25.3333,-57.5333,77,65,0,2.3,PY,1612739555
zharkent,44.1628,80,36.05,77,100,0.76,KZ,1612739827
sao raimundo nonato,-9.0153,-42.6994,80.24,64,88,4.52,BR,1612739827
marsh harbour,26.5412,-77.0636,75.99,87,45,12.08,BS,1612739828
valparaiso,-33.0393,-71.6273,66,63,0,6.91,CL,1612739762
paradwip,nan,nan,nan,nan,nan,nan,nan,nan
atbasar,51.8,68.3333,12.24,96,100,2.33,KZ,1612739829
urumqi,43.801,87.6005,12.2,85,100,2.24,CN,1612739829
jakar,27.5492,90.7525,30.65,74,0,7.65,BT,1612739830
naze,28.3667,129.4833,60.8,63,40,5.75,JP,1612739749
xiaoshi,41.2971,124.1209,1.4,78,0,2.24,CN,1612739782
bundaberg,-24.85,152.35,80.01,94,75,8.05,AU,1612739831
teya,60.3778,92.6267,16.92,92,72,11.61,RU,1612739832
abu jubayhah,nan,nan,nan,nan,nan,nan,nan,nan
paamiut,61.994,-49.6678,28.62,86,84,8.23,GL,1612739832
golovino,55.9613,40.4251,-14.44,88,26,5.91,RU,1612739833
kuche,nan,nan,nan,nan,nan,nan,nan,nan
beringovskiy,63.05,179.3167,4.08,91,100,16.75,RU,1612739834
tabalosos,-6.35,-76.6833,87.8,58,20,6.91,PE,1612739834
piacabucu,-10.4056,-36.4344,79.02,77,69,14.63,BR,1612739768
brae,60.3964,-1.353,31.87,89,93,2.28,GB,1612739835
muzhi,65.3667,64.6667,-15.16,89,100,21.36,RU,1612739835
severo-kurilsk,50.6789,156.125,20.35,90,29,13.38,RU,1612739743
brookhaven,31.5791,-90.4407,52,76,25,4.18,US,1612739836
ngunguru,-35.6167,174.5,69.01,79,82,7,NZ,1612739837
mandalgovi,45.7625,106.2708,12.29,83,0,9.57,MN,1612739837
los llanos de aridane,28.6585,-17.9182,60.8,77,0,4.61,ES,1612739837
yarkovo,57.4028,67.0786,-4.09,87,80,10.63,RU,1612739838
klishkivtsi,48.4316,26.2623,27,89,100,14.76,UA,1612739838
kudahuvadhoo,2.6708,72.8944,81.3,70,35,16.37,MV,1612739839
sebring,27.4956,-81.4409,77,73,90,4.61,US,1612739839
algiers,36.7525,3.042,53.6,82,40,6.91,DZ,1612739840
zhitikara,nan,nan,nan,nan,nan,nan,nan,nan
padang,-0.9492,100.3543,73.4,94,20,2.3,ID,1612739841
terrace bay,48.7834,-87.1,-0.4,59,20,9.22,CA,1612739841
vohibinany,-17.35,49.0333,72.57,90,80,1.34,MG,1612739842
koroni,36.8,21.95,59,100,100,3.44,GR,1612739842
acapulco,16.8634,-99.8901,82.4,74,1,9.22,MX,1612739821
new kensington,40.5698,-79.7648,21,58,64,4,US,1612739843
razole,16.4833,81.8333,65.01,93,77,3.38,IN,1612739843
olafsvik,64.8945,-23.7142,34.34,83,43,15.37,IS,1612739817
wagar,16.1525,36.2032,60.67,82,0,12.68,SD,1612739844
manokwari,-0.8667,134.0833,80.58,76,100,1.72,ID,1612739845
litovko,49.2361,135.1742,-5.94,89,58,5.41,RU,1612739845
bani walid,31.7566,13.9942,68.32,29,92,17.92,LY,1612739695
tura,25.5198,90.2201,56.95,45,2,2.73,IN,1612739846
kokopo,-4.352,152.2633,82.92,73,53,4.61,PG,1612739691
bugene,-1.5911,31.1403,60.87,66,76,2.3,TZ,1612739847
fairbanks,64.8378,-147.7164,-2.99,77,20,4.61,US,1612739819
keflavik,64.0049,-22.5624,35.6,69,0,12.66,IS,1612739848
kemin,42.7846,75.6892,41.81,64,100,8.99,KG,1612739848
rio gallegos,-51.6226,-69.2181,64.4,45,0,19.57,AR,1612739848
hefei,31.8639,117.2808,44.01,61,75,13.42,CN,1612739761
nara,34.6851,135.8049,45,65,40,9.22,JP,1612739849
galveston,29.3669,-94.9669,59,67,1,10.36,US,1612739850
osoyoos,49.0331,-119.4524,37.4,48,74,3.44,CA,1612739850
vestmannaeyjar,63.4427,-20.2734,38.64,75,60,23.49,IS,1612739699
bur gabo,nan,nan,nan,nan,nan,nan,nan,nan
pozo colorado,-23.4923,-58.7972,77.05,48,0,6.53,PY,1612739851
burns lake,54.2331,-125.7533,14,57,100,1.14,CA,1612739852
malindi,-3.2175,40.1191,78.24,83,100,9.06,KE,1612739852
aqtobe,50.2797,57.2072,-2.2,78,75,20.13,KZ,1612739659
iwanai,42.9744,140.5089,18.28,91,97,14.9,JP,1612739711
sosnovo-ozerskoye,52.5249,111.5418,-3.37,92,77,7.67,RU,1612739854
uwajima,33.2238,132.56,50,66,40,13.8,JP,1612739854
leningradskiy,69.3833,178.4167,-14.75,83,0,7.63,RU,1612739683
neiafu,-18.65,-173.9833,77,94,90,9.22,TO,1612739855
latung,5.5,120.8833,81.23,80,100,5.17,PH,1612739856
bloemfontein,-29.1211,26.214,66.2,72,20,2.3,ZA,1612739856
diamantino,-14.4086,-56.4461,75.69,64,39,0.31,BR,1612739856
kavieng,-2.5744,150.7967,84.33,73,51,9.28,PG,1612739857
mugur-aksy,50.35,90.5,6.21,84,26,6.17,RU,1612739857
doha,25.2867,51.5333,66.2,82,0,10.36,QA,1612739858
yarmouth,41.7057,-70.2286,34,100,90,13.8,US,1612739858
coihaique,-45.5752,-72.0662,77,29,0,9.22,CL,1612739816
weligama,5.9667,80.4167,74.43,90,31,4.25,LK,1612739679
sinazongwe,-17.2614,27.4618,75.51,82,100,1.57,ZM,1612739859
tiarei,-17.5333,-149.3333,84.2,58,20,9.22,PF,1612739860
karkaralinsk,nan,nan,nan,nan,nan,nan,nan,nan
sao miguel do araguaia,-13.275,-50.1628,70.14,97,100,5.5,BR,1612739861
turukhansk,65.8167,87.9833,10.44,95,98,18.3,RU,1612739861
west wendover,40.7391,-114.0733,57.2,7,1,28.77,US,1612739862
ondorhaan,nan,nan,nan,nan,nan,nan,nan,nan
astoria,46.1879,-123.8313,46,81,90,12.66,US,1612739863
la ronge,55.1001,-105.2842,-27.4,56,65,6.91,CA,1612739687
daru,-9.0763,143.2092,82.06,77,69,9.78,PG,1612739863
carauari,-4.8828,-66.8958,77.5,92,84,1.48,BR,1612739864
mozarlandia,-14.7447,-50.5706,71.35,94,100,9.4,BR,1612739864
igrim,63.1906,64.4162,-5.6,91,100,10.58,RU,1612739865
dubbo,-32.25,148.6167,75.2,60,5,17.27,AU,1612739865
jumla,29.2747,82.1838,34.95,57,0,6.06,NP,1612739866
bac can,nan,nan,nan,nan,nan,nan,nan,nan
tarauaca,-8.1614,-70.7656,78.3,91,81,2.06,BR,1612739866
tautira,-17.7333,-149.15,84.2,58,20,9.22,PF,1612739746
hamada,34.8833,132.0833,46.4,57,75,16.11,JP,1612739867
touros,-5.1989,-35.4608,80.6,83,20,12.66,BR,1612739868
bocaranga,nan,nan,nan,nan,nan,nan,nan,nan
hobbs,32.7026,-103.136,72,6,1,12.66,US,1612739869
karakendzha,nan,nan,nan,nan,nan,nan,nan,nan
kailua,21.4022,-157.7394,78.8,50,75,8.05,US,1612739739
fonte boa,-2.4959,-66.2662,77.59,94,91,0.65,BR,1612739870
kavaratti,10.5669,72.642,80.64,70,29,8.99,IN,1612739870
sofiysk,nan,nan,nan,nan,nan,nan,nan,nan
biak,-0.9131,122.8766,78.46,77,100,1.72,ID,1612739871
green river,41.5286,-109.4662,37.4,25,1,26.46,US,1612739872
tavricheskoye,54.5851,73.6395,8.6,78,0,13.42,RU,1612739872
kolga,59.4867,25.6192,25,86,20,4.61,EE,1612739873
san roque,36.2107,-5.3842,55.4,88,75,23.02,ES,1612739873
traverse city,44.7631,-85.6206,8.6,66,90,9.22,US,1612739665
husavik,66.0449,-17.3389,32,74,90,5.75,IS,1612739874
salinopolis,-0.6136,-47.3561,78.31,88,98,9.71,BR,1612739874
deloraine,-41.5333,146.6667,57,75,89,1.01,AU,1612739875
grand gaube,-20.0064,57.6608,75.99,87,39,12.68,MU,1612739875
benatky nad jizerou,50.2909,14.8234,21.99,86,90,9.22,CZ,1612739876
muros,42.7762,-9.0603,54,86,100,3,ES,1612739840
marienburg,54.0359,19.0266,8.01,78,16,5.01,PL,1612739877
nagato,34.3833,131.2,48.2,49,40,8.05,JP,1612739877
solsvik,nan,nan,nan,nan,nan,nan,nan,nan
kieta,-6.2167,155.6333,85.78,67,33,5.73,PG,1612739878
iqaluit,63.7506,-68.5145,30.2,74,90,18.41,CA,1612739814
samusu,nan,nan,nan,nan,nan,nan,nan,nan
dwarka,22.2394,68.9678,68.4,50,0,11.74,IN,1612739879
havoysund,70.9963,24.6622,23,74,75,11.5,NO,1612739880
mikuni,36.2171,136.1519,32,93,75,10.36,JP,1612739880
shimoda,34.6667,138.95,45,61,1,1.01,JP,1612739741
makakilo city,21.3469,-158.0858,78.8,41,40,9.22,US,1612739881
atasu,48.6814,71.6433,31.53,95,100,21.92,KZ,1612739881
kasempa,-13.4584,25.8338,65.93,94,100,4.14,ZM,1612739882
kungurtug,50.5994,97.5228,4.8,84,59,1.88,RU,1612739882
mersing,2.4312,103.8405,78.8,89,85,8.05,MY,1612739883
amroha,28.9167,78.4667,51.75,69,0,5.17,IN,1612739883
lardos,36.0942,28.0157,60.01,82,40,6.91,GR,1612739844
porto velho,-8.7619,-63.9039,80.6,94,75,1.14,BR,1612739884
san policarpo,12.1791,125.5072,80.38,84,100,19.82,PH,1612739884
soure,-0.7167,-48.5233,79.11,87,3,10.2,BR,1612739885
darvari,44.2,23.05,37.99,94,100,6.53,RO,1612739885
jiuquan,39.7432,98.5174,25.75,75,81,2.01,CN,1612739886
lompoc,34.6391,-120.4579,61,82,1,13.8,US,1612739730
vila velha,-20.3297,-40.2925,70,94,90,10.02,BR,1612739887
kochubey,44.3861,46.5825,29.66,95,100,7.94,RU,1612739887
pontes e lacerda,-15.2261,-59.3353,76.55,64,91,4.09,BR,1612739887
safranbolu,41.2508,32.6942,48.85,54,100,2.01,TR,1612739888
port augusta,-32.5,137.7667,72,64,0,8.05,AU,1612739888
ostrovnoy,68.0531,39.5131,8.02,94,88,9.73,RU,1612739758
emerald,-23.5333,148.1667,87.01,70,40,5.75,AU,1612739889
benguela,-12.5763,13.4055,76.59,74,100,3.78,AO,1612739890
chaguanas,10.5167,-61.4167,80.01,83,20,3.44,TT,1612739890
ampanihy,-24.7,44.75,74.19,92,3,5.08,MG,1612739891
marystown,47.1666,-55.1483,30.24,90,51,25.9,CA,1612739891
harrai,22.6167,79.2167,50.94,43,0,1.03,IN,1612739891
imbituba,-28.24,-48.6703,75.2,73,40,16.11,BR,1612739892
nizhniy kuranakh,58.8353,125.4869,-23.87,80,0,1.63,RU,1612739892
berbera,10.4396,45.0143,74.43,72,1,5.53,SO,1612739893
gazanjyk,39.2446,55.5154,47.19,81,85,12.03,TM,1612739893
saint-georges,12.0564,-61.7485,78.8,78,40,17.27,GD,1612739894
mathbaria,22.2876,89.9593,57.72,52,0,7.02,BD,1612739894
ouadda,8.0777,22.4007,64.18,28,64,6.78,CF,1612739895
la palma,33.8464,-118.0467,71.01,55,1,8.05,US,1612739895
pizarro,4.9533,-77.366,80.78,86,100,3.69,CO,1612739895
tulun,54.5611,100.5792,18.77,92,62,5.64,RU,1612739896
road town,18.4167,-64.6167,78.8,69,20,6.91,VG,1612739724
jiquilisco,13.3167,-88.5833,86,62,0,6.91,SV,1612739897
san patricio,28.017,-97.5169,68,56,75,14.97,US,1612739836
bikin,46.8161,134.26,-17.63,87,59,3.15,RU,1612739898
vardo,70.3705,31.1107,21.2,79,90,18.41,NO,1612739731
pemberton,50.3164,-122.8027,32,86,90,2.3,CA,1612739898
lakhipur,26.0299,90.3041,57.88,49,0,3.11,IN,1612739899
konongo,6.6167,-1.2167,76.77,87,46,3.91,GH,1612739899
